Attendance_Rate,Unexcused_Absence_Count,Unexcused_Absence_Rate,Late_Count,Consecutive_Unexcused_Absences,Days_Since_Last_Attended,Assignment_Missing_Rate,Assignment_Late_Count,Average_Score,Score_Trend,Has_Overdue_Invoice,Days_Overdue,Class_Progress_Ratio,Is_Dropout
0.8388,3,0.15,1,1,7,0.7505,3,4.94,-0.94,1,39,0.719,1
0.5177,2,0.3333,1,1,5,0.6986,1,6.55,-1.71,1,32,0.8198,1
0.9741,0,0.0,1,0,0,0.1914,0,8.03,-0.62,0,0,0.6124,1
0.549,3,0.4286,1,1,15,0.4336,0,2.72,-1.83,0,0,0.1372,1
0.8598,3,0.1034,0,1,14,0.5543,0,7.74,-0.33,0,0,0.7365,1
0.7044,2,0.25,0,2,4,0.1298,0,5.26,-0.69,1,44,0.6826,1
0.797,2,0.1053,1,1,2,0.0562,0,6.81,0.34,1,39,0.5552,0
0.7113,1,0.2,1,0,10,0.6738,3,4.74,-1.2,0,0,0.6353,1
0.8636,1,0.1111,0,1,16,0.4218,1,7.96,-1.59,0,0,0.5281,0
0.9221,1,0.0417,0,0,1,0.0087,0,9.09,-0.29,1,9,0.5637,0
0.7479,2,0.1111,0,0,3,0.2224,4,7.59,-1.66,0,0,0.515,0
0.6895,1,0.25,1,0,2,0.3688,2,4.96,-0.81,1,10,0.4398,1
0.6984,6,0.24,1,3,14,0.3441,2,7.65,-0.81,1,23,0.7662,1
0.4421,6,0.375,0,4,8,0.135,0,6.74,-0.61,1,6,0.4647,1
0.6289,7,0.28,2,3,11,0.4018,2,2.93,-0.3,0,0,0.7012,1
0.9676,0,0.0,0,0,0,0.0826,0,7.29,0.46,0,0,0.3729,0
0.6576,4,0.1538,1,1,13,0.2749,1,6.47,-1.67,0,0,0.5226,0
0.7772,5,0.1923,0,1,12,0.2235,0,7.23,0.11,0,0,0.4552,0
0.8685,1,0.1,1,0,18,0.5447,3,2.13,-1.51,1,43,0.6304,1
0.6505,5,0.1852,0,3,14,0.343,4,2.98,-0.92,0,0,0.7434,1
0.8678,3,0.1304,0,2,6,0.1012,2,8.53,0.12,0,0,0.4491,0
0.8192,2,0.087,1,1,14,0.4367,1,6.45,-0.43,1,37,0.2339,1
0.9773,0,0.0,0,0,3,0.016,0,7.75,0.39,0,0,0.6151,0
0.8884,2,0.125,0,1,10,0.0576,0,9.32,0.05,0,0,0.0939,0
0.9699,0,0.0,0,0,1,0.0249,0,8.08,-0.25,0,0,0.2332,0
0.762,2,0.1333,1,0,10,0.5334,2,7.34,-1.04,0,0,0.7246,0
1.0,0,0.0,0,0,0,0.0637,0,9.36,0.07,0,0,0.254,0
0.939,1,0.037,1,1,1,0.4169,4,4.42,-0.68,1,10,0.7057,1
0.9617,0,0.0,0,0,0,0.3024,1,5.5,-0.9,0,0,0.5921,0
0.6298,10,0.3333,2,4,6,0.5692,1,5.62,-1.31,1,42,0.7217,1
0.9623,0,0.0,0,0,0,0.5026,3,6.12,-0.43,0,0,0.7201,0
0.7213,3,0.1875,1,0,17,0.2137,2,6.72,-0.73,0,0,0.4215,1
0.5318,9,0.3103,1,1,12,0.328,1,3.9,-1.08,0,0,0.3177,1
0.871,3,0.1034,3,2,6,0.341,1,5.24,-0.75,0,0,0.6447,0
0.6378,7,0.3043,0,5,5,0.3658,1,5.22,-0.98,1,29,0.2575,1
0.7119,3,0.25,1,0,11,0.0878,0,6.76,-0.19,0,0,0.233,1
0.8022,1,0.1,1,0,6,0.1808,1,6.59,-0.47,0,0,0.5554,0
0.7815,3,0.2143,1,3,18,0.189,1,8.07,-1.54,0,0,0.3196,1
0.7118,4,0.2105,1,0,17,0.1409,0,6.24,-0.67,0,0,0.3977,0
0.7366,2,0.2,0,2,10,0.0392,0,9.75,-0.58,0,0,0.6035,1
0.9665,0,0.0,0,0,3,0.337,1,4.51,-0.7,1,34,0.7427,1
0.8197,1,0.1111,0,1,16,0.2959,4,5.61,-0.82,0,0,0.5139,0
0.8552,2,0.0769,1,0,16,0.1223,1,8.49,-0.33,0,0,0.3685,0
0.9628,1,0.0357,1,0,1,0.0233,0,8.09,0.1,0,0,0.2949,1
0.6483,7,0.2414,0,4,14,0.1171,0,5.74,-0.26,0,0,0.6246,1
0.6373,6,0.25,1,6,11,0.8226,2,4.66,-1.88,1,25,0.4805,1
0.7481,1,0.1667,0,1,2,0.1237,1,4.58,-0.53,1,21,0.4406,0
0.5784,7,0.3043,0,0,17,0.5253,1,7.28,-0.92,1,34,0.5437,1
0.714,1,0.1429,1,0,5,0.3167,0,4.63,-0.6,0,0,0.4076,0
0.6502,5,0.2632,1,2,12,0.2755,0,4.62,-0.99,1,37,0.1314,1
0.9088,1,0.0556,0,0,3,0.3398,0,8.08,-0.85,0,0,0.7511,0
0.8571,2,0.1176,1,1,3,0.1057,1,8.56,-0.66,0,0,0.1963,0
0.6899,3,0.1875,1,3,12,0.386,2,6.17,-0.68,1,11,0.2073,1
0.9298,0,0.0,0,0,1,0.1724,0,9.06,-0.17,0,0,0.7504,0
0.5231,2,0.2857,0,0,18,0.6385,1,3.13,-1.05,0,0,0.5601,1
0.8503,1,0.0833,0,1,5,0.1954,0,7.97,-0.27,0,0,0.5467,0
0.754,4,0.2105,0,3,3,0.2699,1,7.65,-0.64,0,0,0.577,0
0.9445,0,0.0,0,0,1,0.22,0,9.56,0.14,0,0,0.1414,0
0.8637,2,0.1333,0,0,9,0.1347,1,8.15,-0.67,0,0,0.4423,0
0.6219,4,0.25,1,0,18,0.1214,1,6.4,0.38,1,29,0.4981,0
0.7243,2,0.1176,5,0,8,0.5108,1,4.96,-1.2,0,0,0.3687,1
0.9073,1,0.0625,0,1,0,0.0691,0,10.0,-0.42,0,0,0.2358,0
0.8596,1,0.0625,0,0,16,0.7907,5,3.72,-2.26,0,0,0.2239,1
0.917,1,0.0417,0,1,1,0.0673,0,7.57,-0.07,0,0,0.6473,0
1.0,0,0.0,0,0,1,0.0807,0,7.12,-0.3,0,0,0.2809,0
0.5807,3,0.3333,3,1,15,0.3726,2,5.34,-0.81,1,11,0.5624,1
0.8407,2,0.1429,0,2,6,0.3072,1,5.57,-0.91,0,0,0.3276,0
0.7053,7,0.2414,1,4,7,0.4569,3,4.11,-1.45,1,33,0.5944,1
0.8018,5,0.1724,0,3,11,0.4914,2,7.47,-0.41,0,0,0.5046,1
0.6803,2,0.1667,2,0,10,0.2129,1,4.83,-1.18,0,0,0.4843,1
0.8176,2,0.087,0,1,2,0.4148,1,7.82,-0.92,0,0,0.2839,1
0.8833,1,0.0909,0,0,1,0.4537,1,3.6,-1.5,0,0,0.4816,0
0.7603,3,0.1875,0,0,10,0.1566,0,7.2,-0.17,0,0,0.3868,1
0.8628,0,0.0,1,0,19,0.26,1,5.98,-0.67,0,0,0.3638,1
0.6412,5,0.2174,0,3,10,0.2636,0,6.86,-0.25,0,0,0.2055,1
0.9783,0,0.0,0,0,2,0.4855,1,6.94,0.1,0,0,0.6275,1
0.9271,1,0.0667,0,1,3,0.0506,0,7.84,0.43,0,0,0.266,0
0.8212,2,0.1053,1,0,1,0.6205,3,7.74,-1.44,1,36,0.6741,0
0.7078,3,0.2308,1,0,6,0.03,0,6.88,-0.03,0,0,0.3086,0
0.7448,4,0.1905,0,3,14,0.1659,2,7.42,-0.52,0,0,0.5939,1
0.8683,1,0.0769,0,1,7,0.4987,0,8.66,-1.4,0,0,0.2166,1
0.8483,1,0.0714,0,1,7,0.2182,1,7.21,-1.5,0,0,0.3204,0
0.5002,5,0.3333,1,2,11,0.1351,1,5.68,-0.69,1,14,0.376,1
0.8175,2,0.1538,0,1,20,0.4356,0,7.43,0.23,1,21,0.3527,0
0.8585,1,0.125,0,0,19,0.4057,1,6.38,-1.18,1,4,0.5979,0
0.6365,5,0.2083,0,0,7,0.3716,1,5.81,-1.3,0,0,0.3449,1
0.7983,1,0.1667,0,0,5,0.3277,1,6.23,-1.05,0,0,0.477,0
0.8345,2,0.1333,0,0,11,0.45,0,6.43,-1.16,0,0,0.5416,0
0.9308,1,0.0385,0,1,2,0.0907,0,7.83,-0.52,0,0,0.6447,0
0.7571,5,0.1852,0,3,8,0.7778,1,6.36,-1.47,0,0,0.7785,1
0.7581,4,0.1333,1,1,17,0.1679,0,6.07,-0.54,1,8,0.6584,1
0.7987,2,0.1538,2,2,6,0.1037,1,7.62,0.13,0,0,0.8012,1
0.9656,0,0.0,0,0,3,0.2832,0,7.22,0.11,0,0,0.5617,0
0.4371,5,0.4167,1,3,13,0.7088,2,4.25,-1.6,1,45,0.5692,1
0.8002,2,0.125,0,1,4,0.0748,0,8.12,0.45,0,0,0.7927,0
0.4155,4,0.2353,4,4,6,0.3673,2,5.35,-0.52,0,0,0.846,1
0.7578,3,0.1429,2,3,2,0.45,4,7.83,-1.98,0,0,0.297,1
0.8414,2,0.1818,1,1,6,0.2957,0,5.03,-1.3,0,0,0.3502,1
0.5629,6,0.3158,1,0,9,0.183,0,4.62,-1.85,0,0,0.4643,1
0.8603,2,0.1,0,2,3,0.22,0,7.91,-1.42,0,0,0.2103,0
0.8679,1,0.0833,0,1,16,0.4182,2,6.48,-0.44,1,8,0.769,0
0.6153,8,0.2963,1,7,11,0.62,3,7.72,-1.65,0,0,0.5996,1
0.7455,4,0.1333,3,1,19,0.159,0,8.33,-1.33,0,0,0.3422,0
0.833,1,0.1111,1,0,3,0.3393,0,7.26,-0.53,1,19,0.6641,1
0.6981,8,0.2667,1,3,13,0.3903,4,8.37,-0.44,1,11,0.2655,0
0.8748,1,0.1667,0,1,6,0.4115,1,6.09,-1.28,0,0,0.7219,1
0.6937,1,0.1667,0,0,8,0.418,3,4.72,-0.68,1,17,0.2231,1
0.978,0,0.0,0,0,3,0.22,1,7.32,-0.32,0,0,0.398,0
0.9654,0,0.0,0,0,1,0.0663,0,8.94,-0.14,0,0,0.2691,0
0.9229,1,0.0667,0,1,3,0.1843,1,7.32,-0.15,0,0,0.3641,0
1.0,0,0.0,0,0,2,0.1866,0,8.09,-0.47,0,0,0.6927,0
0.5302,4,0.2857,1,4,18,0.2578,1,4.92,-1.19,0,0,0.1439,1
0.5931,3,0.2,1,1,15,0.2809,0,3.6,-1.28,0,0,0.641,1
0.9683,0,0.0,0,0,0,0.0434,0,7.59,0.02,0,0,0.1201,0
0.7984,2,0.1818,0,1,8,0.1667,0,9.36,-0.29,0,0,0.6016,0
0.6778,4,0.1538,0,1,11,0.6411,0,4.97,-1.58,0,0,0.6574,1
0.9251,0,0.0,0,0,1,0.0219,0,8.19,-0.2,0,0,0.176,0
0.9562,1,0.05,0,0,2,0.0356,1,7.93,0.41,0,0,0.4288,0
0.8177,2,0.1111,1,1,19,0.1331,0,6.63,-0.57,0,0,0.5785,0
0.7213,3,0.15,1,1,1,0.3452,0,5.86,-1.59,1,15,0.361,1
0.874,1,0.0833,0,0,4,0.055,0,6.54,-0.41,0,0,0.1265,0
0.9704,0,0.0,0,0,2,0.1115,0,7.12,-1.29,0,0,0.4177,0
0.6099,4,0.2857,0,4,5,0.9416,1,5.63,-2.33,0,0,0.2255,1
0.3663,9,0.3103,1,1,6,0.7869,3,4.45,-1.37,1,36,0.5329,1
0.681,2,0.125,2,0,2,0.7794,1,3.84,-1.56,0,0,0.7147,1
0.9446,1,0.0417,0,0,0,0.0537,0,8.41,-0.61,0,0,0.4664,0
0.8089,1,0.1429,1,1,11,0.6742,1,3.45,-1.02,1,35,0.6258,1
0.4352,6,0.3,0,4,8,0.6238,2,8.0,-1.68,0,0,0.2308,1
0.8364,2,0.1111,1,1,16,0.2203,2,6.1,-1.29,0,0,0.3697,1
0.98,0,0.0,0,0,0,0.5239,2,4.8,-1.48,0,0,0.1566,0
0.5924,8,0.3077,0,7,13,0.1174,0,8.96,-0.92,1,33,0.5694,1
0.7769,1,0.125,0,1,20,0.0945,0,7.38,0.52,0,0,0.7062,1
0.3175,15,0.5769,5,4,15,0.7713,1,4.02,-1.12,1,39,0.5038,1
0.7891,4,0.1538,0,4,2,0.1484,1,7.43,-0.07,0,0,0.072,1
0.8849,2,0.069,0,1,3,0.0514,0,5.99,-0.22,0,0,0.5583,0
0.8069,1,0.1429,0,1,20,0.486,1,5.43,-1.5,1,18,0.1404,1
0.8499,3,0.12,0,3,14,0.0991,1,7.19,-0.77,1,34,0.3894,0
0.6719,1,0.2,0,0,6,0.4544,0,3.05,-2.04,1,20,0.4875,1
0.5151,3,0.2308,2,3,12,0.391,1,3.95,-1.95,0,0,0.6474,1
0.922,1,0.0333,0,1,0,0.1623,0,8.67,-0.59,0,0,0.2364,0
0.9096,1,0.0476,0,1,0,0.0277,0,8.58,-0.4,0,0,0.4022,0
0.5754,7,0.2917,0,5,6,0.5921,0,4.09,-0.88,1,40,0.6053,1
0.8125,2,0.1538,0,0,19,0.2271,1,7.68,0.14,0,0,0.7859,0
0.8744,2,0.0769,0,1,3,0.144,0,7.87,0.44,0,0,0.5439,0
0.4675,2,0.5,4,0,3,0.3929,0,3.26,-0.66,0,0,0.6098,1
0.8766,2,0.125,0,1,10,0.4928,0,5.57,-0.25,0,0,0.3348,0
0.7019,1,0.125,0,1,18,0.6773,2,6.62,-0.51,0,0,0.7315,1
0.5654,4,0.2857,3,4,12,0.6008,2,3.85,-1.03,0,0,0.6634,1
0.8099,2,0.1053,1,0,8,0.3069,1,8.32,0.13,1,44,0.3068,1
0.8755,1,0.1111,1,0,11,0.22,0,7.92,-0.49,0,0,0.2677,0
0.8606,1,0.2,1,0,3,0.0602,0,7.88,-1.0,0,0,0.5469,0
0.6113,8,0.32,0,4,5,0.1029,0,8.18,-1.21,0,0,0.5148,1
0.7646,5,0.2,0,1,19,0.7531,0,6.89,-1.61,0,0,0.1501,1
0.7847,3,0.1579,1,0,1,0.0532,0,7.63,-0.76,1,25,0.2727,1
0.88,1,0.125,0,0,3,0.4071,1,5.96,-0.49,0,0,0.2768,1
0.9448,1,0.0455,0,0,1,0.3934,0,7.15,0.03,1,21,0.2247,0
0.6081,7,0.2414,1,5,1,0.2704,2,4.85,-0.84,1,24,0.8836,1
0.9673,1,0.037,1,1,1,0.0533,0,7.49,0.86,0,0,0.614,0
0.6877,3,0.25,1,1,14,0.5007,1,8.2,-1.44,0,0,0.4503,1
0.9617,0,0.0,0,0,0,0.0926,2,6.7,0.1,0,0,0.1813,0
0.7877,3,0.1579,0,2,10,0.1194,0,7.38,-0.05,0,0,0.5796,1
0.8168,0,0.0,0,0,15,0.1955,0,7.2,0.14,0,0,0.2458,1
0.8744,1,0.05,1,0,14,0.2638,3,4.83,-0.24,1,21,0.3313,1
0.9206,0,0.0,0,0,3,0.145,0,7.74,0.56,0,0,0.4825,0
0.8458,3,0.1,0,2,4,0.1,0,7.0,-0.7,0,0,0.1248,1
0.4973,5,0.2632,2,4,13,0.5267,0,3.6,-2.09,1,37,0.5163,1
0.8254,2,0.087,0,2,18,0.2558,0,7.43,0.22,1,3,0.176,0
0.6141,1,0.125,1,1,2,0.421,2,6.37,-0.74,0,0,0.2003,1
0.9878,0,0.0,1,0,3,0.0099,0,7.98,0.93,0,0,0.342,0
0.6105,2,0.2857,1,2,15,0.4906,4,4.89,-0.59,0,0,0.5386,1
0.7179,3,0.15,0,2,8,0.3046,1,6.9,-1.8,0,0,0.5898,1
0.7973,5,0.1724,0,3,5,0.1854,0,5.9,0.14,1,18,0.7118,1
0.8321,1,0.0625,0,1,19,0.2809,0,8.0,0.17,1,8,0.2847,1
0.5948,9,0.3462,2,6,7,0.1383,1,4.54,-0.86,0,0,0.4431,1
0.886,1,0.0769,1,0,16,0.4991,3,5.01,-1.33,0,0,0.7724,1
1.0,0,0.0,0,0,3,0.1775,0,6.58,0.06,1,26,0.3314,1
0.79,2,0.125,1,1,14,0.2734,1,6.84,-0.64,0,0,0.5533,0
0.9169,2,0.0769,1,2,3,0.0236,0,8.11,-0.45,0,0,0.4764,0
0.7273,3,0.1364,1,1,16,0.254,2,5.58,-0.52,0,0,0.6335,1
0.5084,10,0.3571,3,8,12,0.6408,3,4.38,-1.37,1,17,0.3886,1
0.4065,2,0.5,0,2,10,0.8948,1,5.45,-1.71,0,0,0.0983,1
0.9406,0,0.0,0,0,1,0.0347,0,8.72,-0.34,0,0,0.2474,0
0.7355,1,0.2,1,1,17,0.6063,3,5.42,-1.2,1,26,0.2152,1
0.6819,6,0.2143,0,2,7,0.3078,2,5.34,-0.4,0,0,0.3685,1
1.0,0,0.0,0,0,0,0.0704,0,8.13,-0.15,0,0,0.3631,0
0.8508,1,0.0714,1,1,15,0.5047,0,5.09,-1.16,0,0,0.91,1
0.9285,1,0.125,0,0,3,0.0694,0,7.92,-0.4,0,0,0.5416,0
0.7617,4,0.1905,1,1,1,0.4076,2,7.55,-1.0,1,32,0.2954,1
0.7306,1,0.2,1,0,15,0.3685,3,7.69,-0.92,1,39,0.1708,0
0.7582,1,0.1,0,1,16,0.4165,1,7.88,-0.83,0,0,0.4894,0
0.8917,2,0.0714,0,2,5,0.1478,0,7.2,-0.8,0,0,0.5555,0
0.5863,3,0.2143,1,3,5,0.4249,1,5.83,-1.05,1,17,0.5533,1
0.929,1,0.0588,0,0,2,0.0582,2,7.09,-0.24,0,0,0.4705,0
0.6958,5,0.1786,1,3,9,0.414,2,5.12,-1.02,0,0,0.506,1
0.917,1,0.04,0,1,1,0.4058,0,6.71,-1.62,0,0,0.4577,0
0.6473,4,0.2,1,1,2,0.573,3,8.41,-1.31,0,0,0.4228,1
0.7513,4,0.2353,1,4,4,0.1451,1,5.83,-0.69,0,0,0.5158,0
0.6161,4,0.25,1,4,7,0.1851,0,6.19,-1.44,0,0,0.5152,0
0.6389,1,0.2,1,1,8,0.7073,0,6.39,-1.42,0,0,0.4636,1
0.8643,2,0.1111,0,0,9,0.3243,0,6.38,-0.33,1,9,0.673,0
0.7142,2,0.2,2,0,6,0.478,0,3.93,-1.04,0,0,0.7364,1
1.0,0,0.0,0,0,0,0.06,0,9.63,0.28,0,0,0.3226,0
0.7821,1,0.1111,1,0,3,0.2816,0,6.99,-0.75,1,37,0.5897,0
0.9532,0,0.0,0,0,3,0.0253,0,8.76,-0.32,0,0,0.679,0
0.5205,6,0.2609,3,3,12,0.5766,0,0.94,-0.86,0,0,0.4065,1
0.5063,12,0.4444,1,4,12,0.5301,0,4.45,-1.6,0,0,0.2312,0
0.7719,5,0.2083,2,1,12,0.239,1,7.09,-1.51,0,0,0.3617,1
0.776,3,0.2,1,1,6,0.3549,1,5.62,-1.11,1,8,0.6121,1
0.6516,1,0.2,0,1,10,0.6027,1,4.6,-2.07,0,0,0.1886,1
0.7595,6,0.2143,1,2,3,0.3478,1,9.2,-0.66,0,0,0.6186,0
0.7515,2,0.2,0,2,7,0.1032,1,5.77,-0.24,1,32,0.5832,0
0.8855,0,0.0,0,0,7,0.0953,0,6.41,-0.78,0,0,0.3543,0
0.1631,7,0.5385,3,4,4,0.5786,3,1.95,-1.42,0,0,0.5961,1
0.4802,9,0.3103,1,6,19,0.545,4,1.79,-1.56,0,0,0.7659,1
0.9797,0,0.0,0,0,3,0.0834,0,7.43,0.94,0,0,0.5475,0
0.9589,1,0.0556,0,1,3,0.0539,1,7.35,-0.32,0,0,0.466,0
0.756,3,0.2308,0,2,11,0.1585,1,6.12,-0.91,1,25,0.5419,1
0.9102,2,0.0741,0,1,2,0.584,1,6.44,-0.58,0,0,0.1978,1
1.0,0,0.0,0,0,1,0.0084,0,7.6,0.14,0,0,0.7614,0
0.9255,1,0.0556,2,0,0,0.0222,0,7.42,-1.31,0,0,0.4844,0
0.4202,8,0.3478,1,3,9,0.758,1,5.25,-1.1,0,0,0.6122,1
0.7754,4,0.16,1,4,5,0.3502,1,6.45,-1.25,0,0,0.7882,0
0.9282,1,0.0556,0,1,1,0.0579,0,7.09,-0.5,0,0,0.4878,0
0.914,1,0.0556,0,1,2,0.0284,0,8.36,0.03,0,0,0.6766,0
0.5946,1,0.25,0,0,3,0.4424,2,6.29,-1.5,0,0,0.6893,0
0.7867,3,0.1154,0,3,2,0.1948,0,5.56,-0.81,0,0,0.5296,1
0.472,7,0.35,1,4,12,0.4485,1,8.01,-1.26,0,0,0.4352,1
0.8632,2,0.0667,0,0,17,0.2696,1,7.16,-0.71,0,0,0.474,0
0.8479,3,0.1034,1,3,14,0.45,3,6.59,-0.8,0,0,0.9286,1
0.9953,0,0.0,0,0,3,0.0475,0,7.97,0.1,0,0,0.5234,0
0.8368,2,0.1,1,0,18,0.2108,1,5.67,-0.39,1,14,0.1827,1
0.9083,0,0.0,0,0,0,0.1034,0,8.15,-1.14,0,0,0.14,0
0.5086,7,0.35,4,7,13,0.5328,1,4.11,-1.45,1,11,0.4996,1
0.7601,4,0.1667,1,3,17,0.2274,2,7.17,-0.29,0,0,0.4935,1
0.5484,5,0.2941,0,1,19,0.4741,1,5.75,-1.1,0,0,0.4934,1
0.5644,2,0.3333,1,2,10,0.5717,2,6.09,-1.49,1,14,0.8302,1
0.7204,5,0.2,0,1,6,0.06,0,8.71,-1.31,1,18,0.875,1
0.8717,1,0.0833,0,0,1,0.4681,1,6.12,0.03,0,0,0.55,1
0.7617,5,0.2083,1,3,10,0.3558,0,5.99,-1.3,0,0,0.4623,0
0.6294,4,0.3077,1,3,4,0.2425,0,3.9,-0.8,0,0,0.6846,1
0.6816,2,0.2857,0,1,2,0.2819,2,6.5,-0.54,0,0,0.8375,0
0.956,0,0.0,0,0,1,0.0222,0,6.84,-0.49,0,0,0.5097,0
0.751,6,0.2143,1,6,20,0.6398,1,6.54,-1.55,0,0,0.551,1
0.8878,1,0.0833,0,1,10,0.3375,2,7.46,-0.96,0,0,0.1856,0
0.2979,6,0.6,1,2,7,0.6033,3,6.24,-1.67,0,0,0.6643,1
0.9586,1,0.0385,0,1,0,0.3059,1,6.53,-0.64,0,0,0.7358,0
0.8859,1,0.0714,1,1,12,0.0614,0,7.19,-0.66,0,0,0.4164,0
0.8171,3,0.1154,1,1,3,0.2989,1,6.74,-1.32,0,0,0.2728,1
0.865,3,0.1364,0,1,1,0.1698,0,6.39,-1.21,0,0,0.4198,1
0.9831,0,0.0,0,0,2,0.0469,0,8.55,0.81,0,0,0.578,0
0.9804,0,0.0,0,0,1,0.0572,0,7.92,0.07,0,0,0.5107,0
0.883,1,0.1,0,1,14,0.2987,0,8.89,-1.32,0,0,0.2809,0
0.5213,3,0.2727,2,3,12,0.2355,1,4.29,-0.97,0,0,0.2605,1
0.9508,1,0.0455,1,1,0,0.0208,0,9.1,-0.55,0,0,0.3499,0
0.8629,1,0.0625,0,0,19,0.2378,1,7.39,-0.1,0,0,0.5868,0
0.8847,1,0.0833,0,0,14,0.0238,0,8.72,-0.13,0,0,0.4359,0
0.5177,11,0.3793,1,3,14,0.7483,4,5.74,-1.52,0,0,0.7456,1
0.952,0,0.0,0,0,0,0.1214,0,8.05,0.72,0,0,0.6416,0
0.9114,1,0.0769,0,1,0,0.0912,0,7.38,-1.06,0,0,0.5827,0
0.8396,1,0.1429,1,0,11,0.1787,0,7.26,-0.35,0,0,0.5578,1
0.8569,2,0.1538,1,0,5,0.3329,2,8.1,-0.73,0,0,0.4677,0
0.862,2,0.1,0,0,20,0.0647,0,6.18,-0.42,0,0,0.1489,1
0.8891,1,0.0769,0,0,2,0.3067,3,7.16,-0.84,0,0,0.6252,0
0.9512,0,0.0,1,0,1,0.006,0,8.15,0.45,0,0,0.667,0
0.7172,5,0.2381,2,3,9,0.2862,1,5.66,-0.82,0,0,0.4309,1
0.7396,1,0.1667,1,1,12,0.5788,1,6.71,-0.41,0,0,0.7389,0
0.8866,1,0.1,0,0,5,0.1244,0,10.0,0.09,0,0,0.525,0
0.5052,9,0.3913,1,7,4,0.5417,3,6.83,-1.65,0,0,0.3408,1
0.9308,1,0.0435,0,1,2,0.0546,0,6.36,0.42,0,0,0.4528,1
0.8767,2,0.0952,0,1,14,0.2346,0,4.61,-1.33,1,10,0.8431,0
0.6382,1,0.25,4,0,3,0.5218,2,6.45,-1.53,0,0,0.5488,1
0.8469,0,0.0,2,0,13,0.3509,2,6.96,-1.06,1,3,0.649,0
0.9978,0,0.0,0,0,0,0.22,0,9.51,0.27,0,0,0.2388,0
0.7282,2,0.1667,2,1,17,0.4934,1,4.35,-0.73,1,10,0.6858,1
0.7002,4,0.1429,2,3,9,0.2127,2,4.55,-0.28,1,30,0.4044,1
0.9563,0,0.0,0,0,0,0.1189,0,10.0,0.38,0,0,0.2965,0
0.5868,3,0.1875,0,1,12,0.4265,2,4.31,-0.03,1,3,0.4174,1
0.9125,1,0.1429,0,1,0,0.0338,1,7.7,-0.57,0,0,0.7771,0
0.5509,5,0.3571,0,3,12,0.3747,2,6.16,-0.58,0,0,0.1852,1
0.5913,4,0.4,1,3,7,0.1,0,6.58,0.24,0,0,0.4209,1
0.8103,2,0.0952,1,2,7,0.2805,1,5.69,-1.19,0,0,0.1272,1
0.3337,6,0.5,2,2,1,0.5226,4,4.69,-1.68,0,0,0.301,1
0.5929,7,0.35,2,2,14,0.1736,1,7.32,-0.88,1,22,0.7575,1
0.8406,2,0.1667,0,2,9,0.425,1,7.87,-1.37,0,0,0.05,0
0.986,0,0.0,0,0,1,0.0159,0,8.28,0.18,0,0,0.4716,0
0.7019,1,0.2,0,1,5,0.4066,2,6.77,-0.92,0,0,0.3996,0
0.9626,1,0.0435,0,1,2,0.1458,0,8.95,-1.58,0,0,0.6004,0
0.7514,2,0.125,2,0,18,0.233,4,7.0,-0.62,1,3,0.9215,0
0.7265,4,0.1818,1,3,10,0.103,0,6.59,-0.76,0,0,0.9766,0
0.5933,5,0.3571,0,0,5,0.4058,1,5.19,-1.17,0,0,0.5697,1
0.8246,2,0.0909,0,1,1,0.2693,0,4.21,-1.0,0,0,0.8855,0
0.7464,3,0.2143,2,2,4,0.2969,1,6.7,-1.28,0,0,0.6667,1
0.7256,2,0.1429,0,2,15,0.2123,0,7.4,-1.32,1,8,0.4901,1
0.9474,1,0.0714,0,0,2,0.0054,0,9.33,-0.17,0,0,0.6,0
0.776,5,0.1852,0,4,5,0.3822,1,6.77,-0.59,0,0,0.6982,1
0.7222,2,0.1111,3,1,6,0.5806,1,6.3,-2.04,0,0,0.4611,1
0.8118,3,0.1429,0,1,3,0.4913,1,6.64,-0.37,0,0,0.3152,1
0.946,1,0.0455,1,0,1,0.0149,0,7.81,-0.94,0,0,0.3534,0
0.8923,1,0.0667,1,0,16,0.1638,0,7.37,0.13,0,0,0.4168,1
0.8484,4,0.1333,0,1,15,0.1722,0,6.53,-0.46,0,0,0.6753,0
0.7278,3,0.1579,1,1,20,0.3919,2,5.29,-1.69,0,0,0.3597,1
0.761,1,0.125,2,0,4,0.2956,1,6.16,-1.22,0,0,0.6611,0
0.9212,0,0.0,0,0,3,0.0784,0,8.68,-0.15,0,0,0.5943,0
0.1704,3,0.3333,5,0,20,0.5139,2,3.11,-2.5,0,0,0.5449,1
0.428,6,0.2857,2,2,13,0.1665,0,6.32,-1.09,0,0,0.5492,1
0.7593,4,0.1818,0,1,9,0.2191,1,5.73,0.31,0,0,0.6219,0
0.4635,5,0.2778,1,4,7,0.4643,1,5.02,-1.47,1,6,0.3302,1
0.9196,1,0.0526,0,0,1,0.0099,0,7.73,0.29,0,0,0.4229,0
0.7139,2,0.1667,1,2,2,0.4683,2,4.33,-0.76,0,0,0.414,1
0.6404,3,0.3,1,2,11,0.9543,1,6.77,-1.22,0,0,0.3242,1
0.8011,1,0.2,1,0,16,0.5362,1,5.99,-0.66,1,33,0.5394,1
0.7028,5,0.2381,1,4,10,0.6034,1,7.26,-0.69,0,0,0.4993,1
0.8269,1,0.0588,1,1,11,0.0813,0,5.55,-1.16,1,11,0.1329,0
0.8963,2,0.0769,0,2,13,0.1954,0,8.08,-0.08,0,0,0.2199,1
